Irving Layton	00:37:16	"The Cold Green Element". This is about life, death, nature, and poetry. It's really a meditation, and, I hope, a passionate meditation on art and life. Like Yeats <sup><a href="https://www.wikidata.org/wiki/Q40213">w</a></sup>, I am very concerned with the necessary antinomies or contradictions of life. Like Yeats, I believe that great art results from the happy, the miraculous fusion of the two.
Irving Layton	00:38:04	Reads "The Cold Green Element" [from Collected Poems].
Irving Layton	00:40:20	"The Improved Binoculars", my symbol for science. It is truism to say that unless man's moral development, his capacity for sympathy, keeps space, or this development in science and technology he's in danger of blowing himself off the face of this earth. This poem is an apocalyptic poem, it is a vision of the future, such as I hope will never be realized. But in one of my more despairing moments, or one of my more savage and bitter moments, I wrote this poem, "The Improved Binoculars".
Irving Layton	00:41:05	Reads "The Improved Binoculars" [from Collected Poems].
Irving Layton	00:42:25	Reads [“Orpheus” from Collected Poems].
Irving Layton	00:44:11	Reads "Death of a Construction Worker" [from Collected Poems].
Irving Layton	00:45:08	Reads “Theology” [from Collected Poems].
Irving Layton	00:45:47	Reads “For Louise, Age 17” [from Collected Poems].
Irving Layton	00:47:14	"Song for Naomi". Naomi's my daughter. Several years ago we were out in the country, I was appalled to find that while she was by the bank of the lake, I couldn't see her because the weeds and the flowers were taller than she was. If she fell into the lake, neither I nor my wife might see it. But nothing happened. Just a day before we were to pack up to leave, I noticed my daughter down by the lake, and this time, her dear little head was peeping just above the weeds and the flowers and this gave me the idea for this poem, which I wrote, while of course my wife did the packing.
Irving Layton	00:48:12	Reads "Song for Naomi" [from Collected Poems].
Irving Layton	00:49:47	Here's a rather erotic poem, called "Gathering of Poets", to be taken of course with a grain of salt.
Unknown	00:49:59	[Cut or edit made in tape].
Irving Layton	00:50:00	...to be taken, of course, with a grain of salt. Just a short thing.
Irving Layton	00:50:08	Reads "Gathering of Poets" [from Collected Poems].
Irving Layton	00:50:40	Reads "The Bull Calf" [from Collected Poems].
Irving Layton	00:53:19	And here's a lighter poem called "Bargain".
Irving Layton	00:53:22	Reads "Bargain" [from Collected Poems].
Audience	00:53:46	Laughter.
Irving Layton	00:53:58	This next poem is for my mother, who died at the age of 89. She was a very remarkable woman, I'd like to tell you a great deal about her, she certainly merits it, she was a most remarkable character with a tremendous joie-de-vivre and a wonderful gift of vituperation, which it is said I have inherited [audience laughter]. Certainly I learned the cadence of poetry from my mother's cursing. My mother would start cursing as soon as I opened my eyes in the morning and wouldn't stop cursing until I closed them at night when I went to bed. But the cadence was what interested me [audience laughter] and I didn't pay any attention to words. Occasionally I would get the drift, of course, of what the curses were intended to say, and I must say it did me a wonderful lot of good because later on when I got knocked my critics and so on, it was like so much water off a duck's back after my mother's cursing. Nothing the critics say could possibly make any impression upon me whatsoever [audience laughter]. She was extremely vain of her black eyebrows. When she was 85, I was taking her somewhere and we stopped for a red light. I noticed a very lovely girl standing on the curb, and of course, I looked very intently at her. My mother caught my intent gaze and said, sighing, "Yes, she's very beautiful, but has she got my black eyebrows?" [audience laughter]. She wore earrings that were made of old Romanian coins, she wore an amber necklace, which I remember playing with when I was a child. But it was her immense vitality and joie-de-vivre, coupled with an immense discontent that always fascinated me about my mother. She was a very Orthodox woman, reverencing God, but often giving me the impression that she might have made a much better job of creation than God himself. So this is my tribute to my very, very remarkable mother.
Irving Layton	00:56:56	Reads "Keine Lazarovitch, 1870-1959" [from Collected Poems].
Irving Layton	00:59:16	Reads "The Well-Wrought Urn" [from Collected Poems].
Irving Layton	00:59:57	Some time ago, I went down to the church at Notre Dame, and you know, you have halos lighting up over the head of your favourite saint, or the Virgin Mary, if you drop the requisite number of coins. There's nobody else in that vast gloomy church, except another man and myself, and he went over to the little machine and he dropped some coins, and he waited for the halo to light up and it didn't. And that nettled him a great deal, and he waited, and it still didn't light up so he gave the machine a kick, nothing happened. But he said something and I went home and I wrote this poem.
Irving Layton	01:01:01	Reads "This Machine Age" [from Collected Poems; audience laughter throughout].
Irving Layton	01:02:09	This next poem of mine is also based on an actual experience, I'm sure that most of you have heard of Djilas <sup><a href="https://www.wikidata.org/wiki/Q153909">w</a></sup>, the very courageous Yugoslav writer who's imprisoned by his erstwhile comrade and companion in arms, Tito. He's imprisoned for writing and publishing outside of the country, Conversations with Stalin <sup><a href="https://www.wikidata.org/wiki/Q5166446">w</a></sup>. That was several years ago, he's just been released. Well I thought a brave man like that deserves some kind of support, especially from and by writers, and so I decided to go up to Ottawa <sup><a href="https://www.wikidata.org/wiki/Q1930">w</a></sup> and demonstrate in front of the Yugoslav Embassy. I took my wife with me, and one or two of the local poets, we made some signs and we drove up to Ottawa. We got out of the car, and the sign read, of course, "Free Djilas", and I was amazed and delighted to find that a considerable crowd gathered around me and the sign. Until I realized just what was happening. And so I wrote this poem, called "Free Djilas".
Irving Layton	01:03:31	Reads "Free Djilas" [from Collected Poems; audience laughter throughout].
Irving Layton	01:04:29	This one, in a more serious vein, "The Predator".
Irving Layton	01:04:36	Reads "The Predator" [from Collected Poems].
Irving Layton	01:06:41	Reads "Plaza de Toros" [from Collected Poems].
Irving Layton	01:09:13	Reads "At the Alhambra" [from Collected Poems].
Irving Layton	01:10:20	Reads "For My Green Old Age" [from Collected Poems].
Irving Layton	01:11:44	Now I want to read a few poems from my most recent book, Periods of the Moon. "Castles on the Rhine".
Irving Layton	01:12:01	Reads "Castles on the Rhine" [published as “Rhine Boat Trip in Periods of the Moon].
Irving Layton	01:12:54	Reads "Mutability" from Periods of the Moon.
Irving Layton	01:14:19	Reads "Time's Velvet Tongue" from Periods of the Moon.
Irving Layton	01:15:20	Reads "Gratitude" from Periods of the Moon.
Audience	01:16:00	Laughter 
Irving Layton	01:16:04	My contribution to the centennial year, “Confederation Ode”.
Irving Layton	01:16:10	Reads "Confederation Ode" from Periods of the Moon [audience laughter throughout].
Audience	01:17:23	Laughter and Applause.
Irving Layton	01:17:34	Reads "The Beautiful Unknown Girl" from Periods of the Moon.
Irving Layton	01:18:55	And this one, "For Musia's Grandchildren".
Irving Layton	01:19:09	Reads "For Musia's Grandchildren" from Periods of the Moon.
Irving Layton	01:20:59	Reads "Look Homeward, Angel" from Periods of the Moon.
Irving Layton	01:21:45	And this last one, "Family Portrait".
Irving Layton	01:21:54	Reads "Family Portrait" [from Collected Poems; audience laughter throughout].
Audience	01:22:59	Laughter and Applause.
