Muriel Rukeyser	00:28:26	I thought of that very much at the beginning of this month in Mexico <sup><a href="https://www.wikidata.org/wiki/Q96">w</a></sup>, and yesterday when I heard a story. It's a story of what happened at Christmas time, I was in Mexico, I wonder whether you saw it, I heard of it yesterday in New York, as a little, three line story, in the back page of the New York Times <sup><a href="https://www.wikidata.org/wiki/Q9684">w</a></sup>, saying that the largest underground bomb test was about to be held in Nevada <sup><a href="https://www.wikidata.org/wiki/Q1227">w</a></sup> in the States, and to that test, the day before, came five scientists, in Utah <sup><a href="https://www.wikidata.org/wiki/Q829">w</a></sup>, in the States, to protest, to picket, to try to stop it. And another person who protested, was Howard Hughes <sup><a href="https://www.wikidata.org/wiki/Q189081">w</a></sup>, who owns most of Las Vegas <sup><a href="https://www.wikidata.org/wiki/Q23768">w</a></sup> at this point, and had his own reasons for protesting. These protests did not stop the testing. The test was made. It was the largest underground made yet. Do you know this story? There was a crack, a crack in the earth, big enough, they said, the way we talk, big enough that the Empire State Building <sup><a href="https://www.wikidata.org/wiki/Q9188">w</a></sup>. There's a crack there, and deep under the crust there's a three foot crack of some kind, and the rocks are still falling, and they say there will be earthquakes in various parts, unpredictable parts of the world as a result of the shift of the under-crust. Now, last night, before I came here, on TV, late news in New York, they said that there'd been a quake in the Fiji Islands <sup><a href="https://www.wikidata.org/wiki/Q24570183">w</a></sup>. I have no idea what the relations between these things are, I give it to you simply, that something has happened to shift the under-crust there will be unpredictable results. This is under the ground, the way we are bound to each other, we are all so bound to each other through the air and the fall out has come over Canada <sup><a href="https://www.wikidata.org/wiki/Q16">w</a></sup>, this is also a part of the story that I heard yesterday, and you, I can see by your nods, you know this part of the story. People were saying one thing, and then the other about why don't we do this, why don't they do that, part of the story is that maybe nothing will fall because the Russians also wish to make underground tests. It's part of the ways in which we are bound to each other. I'll give you that. In Mexico, we are bound, under the ground, over the ground, in every way there is. In Mexico, though the stories of what really happened to the students in October, and the stories of people--of many students were killed and the police were among the crowd, and the police wore one white glove or tied a handkerchief around their right hand, and when the helicopters came over, these white hands were put up that said "don't shoot us, we're police". Many students were shot and they say in Mexico City <sup><a href="https://www.wikidata.org/wiki/Q1489">w</a></sup> that the bodies were incinerated and no reports were made and no count was made, and these are the ways in which we are bound too. And yes, I have been translating Octavio Paz, and Ekelof is another such poet, but Paz, the end of one of Octavio's poems, was printed on this issue of the University Students' Journal of the University of Mexico, with the account of September, October, November, December. And the poem ends like this in English, it's not as good, I warn you, these translations are a folly on a madness on a stupidity and at the same time one has to do it, as work to which one is driven, out of love and gratitude, and also out a motive not so noble as any of that, during the times in which one cannot write poems, it is wonderful to have something one cares about out in front of one, and work with it that way, and it's the thing, not spinning out of oneself, in those times, but having something out in front. This is the end of the, of a great poem of Octavio Paz's called "A Broken Jar", and jar, of course, water jar, is something quite different in Mexico, we say 'jar', 'jug', something like that, it isn't in the thing we use every day, in Mexico, it's every day, it's that kind of broken jar.
Muriel Rukeyser	00:33:33	Reads translation of "A Broken Jar" by Octavio Paz in English.
Muriel Rukeyser	00:34:35	These are some poems, since my last book, and I don't know whether they are finished, they may be finished. The next book that these will be in will be called Breaking Open. This is a short one called "Martin Luther King" <sup><a href="https://www.wikidata.org/wiki/Q8027">w</a></sup>.
Muriel Rukeyser	00:34:56	Reads "Martin Luther King" [published later as “Martin Luther King, Malcolm X” in Breaking Open and collected in Collected Poems].
Muriel Rukeyser	00:35:45	This is a poem, I found a long time ago, you probably have found it in the same way, it's on the back of a one of the Gauguin <sup><a href="https://www.wikidata.org/wiki/Q37693">w</a></sup> watercolours, it's a piece of poem without any heading, without any signature, I didn't know what it was, and it stopped me, and it stayed in me, and I tried to turn it into English, and I couldn't do it. And I finally found out what it was and I finally turned it into English, it's a poem by Charles Morice <sup><a href="https://www.wikidata.org/wiki/Q2959857">w</a></sup>, who is hardly read, now, you know him? No, he's one of those people around Gauguin, and I said well, you can't print anything like that, people, and then 2001 <sup><a href="https://www.wikidata.org/wiki/Q835341">w</a></sup> was written and released, and 2001 has stargate, starbaby, the whole thing, and I put the name "Next" on this and I'm reading it to you partly for itself, but partly because one line of it is something I used in a poem I wrote when the same thing happened to many of us, the Olympics <sup><a href="https://www.wikidata.org/wiki/Q5389">w</a></sup> committee wrote to us and asked for poems, you know, for the games, or for the times of the games, or for something. And one wasn't exactly going to do that, but there was something that could be said, and so on. Anyway, this is the Morice, and I've called it "Next".
Muriel Rukeyser	00:37:25	Reads "Next", an English translation of an unnamed poem by Charles Morice [published later in Breaking Open and collected in Collected Poems].
Muriel Rukeyser	00:38:19	And this poem, using one line of that was what I sent to Mexico, it's called "Voices".
Muriel Rukeyser	00:38:30	Reads "Voices" [published later in Breaking Open and collected in Collected Poems].
Muriel Rukeyser	00:40:00	The last poem I'll read this evening is a group, the group is called "The Speed of Darkness". They're short poems, and I'll just pause between poems, there should be numbers going up in back of me, 1, 2, 3 [audience laughter]. I'll just pause. "The Speed of Darkness".
Muriel Rukeyser	00:40:27	Reads "The Speed of Darkness" from The Speed of Darkness. 
Muriel Rukeyser	00:46:11	Thank you very much.
Audience	00:46:14	Applause.
Introducer	00:46:37	We wish to announce that the next reading will be by F.R. Scott <sup><a href="https://www.wikidata.org/wiki/Q3081656">w</a></sup>, and that will be on February 14, at the same time, in the theatre in the basement of this building. Thank you.
Unknown	00:46:58	Ambient Sound [voices].
