Unknown	00:52:53	[Cut or edit made in tape. Unknown amount of time elapsed].
Margaret Avison	00:52:54	I've been asked to read "The Valiant Vacationist". It was written so many years ago...I think I would be quite right in saying thirty years ago, and probably a little more. And I couldn't write this well now but in a way when you're very young you've got the whole world in one lump without any lump, and you only get bits later on. 
Margaret Avison	00:53:34	Reads "The Valiant Vacationist" [published later in Always Now: Vol. 1].
Margaret Avison	00:56:54	Then the one "To Professor X, Year Y".
Margaret Avison	00:57:03	Reads "To Professor X, Year Y" [from Winter Sun].
Margaret Avison	00:59:57	I'd like to read one introductory poem to the long one, "The Earth that Falls Away", and that one, and two short ones, if you'll bear with me that long. This is called "The Absolute, the Day".
Margaret Avison	01:00:22	Reads "The Absolute, the Day" [published later as “Absolute” in sunblue and in Always Now Vol. 2].
Margaret Avison	01:01:39	This one is "The Earth that Falls Away". There's an epigraph from Beddoes’ <sup><a href="https://www.wikidata.org/wiki/Q2165597">w</a></sup> Death's Jest-Book <sup><a href="https://www.wikidata.org/wiki/Q42188673">w</a></sup>: "Can a man die? Aye, as the sun doth set, it is the earth that falls away from light". There are a number of human situations, some into the past, through the present generation, the rest various city people, myself, and the stories come interleaving so that as I name a new section it'll be a new group of people, and by request I'm going to  stop at the line-ends here. 
Margaret Avison	01:02:32	Reads "The Earth that Falls Away" [from The Dumbfounding].
Margaret Avison	01:15:52	Reads ["He Couldn’t Be Safe (Isaiah 53:5)”, published later in sunblue].
Margaret Avison	01:16:54	There's one more and I'll stop with this one. 
Margaret Avison	01:17:00	Reads [section from “The Jo Poems”, part 6. Published later in No Time. Subtitled “Having” in Always Now: Vol. 2].
END	01:17:54	[Cut off abruptly].
