Al Purdy	00:17:13	Screwed that up, I guess. You get tired of reading your own stuff, after a while. You forget what it sounded like the last time. This is a poem I kind of like but I keep revising it also, or have been several times in the last few years, called "Dark Landscape". It uses a couple of lines from an American poet who died thirty years ago called Vachel Lindsay <sup><a href="https://www.wikidata.org/wiki/Q1197667">w</a></sup>, whom probably nobody ever heard of. And it starts in a very prosy way, and is meant to sound that way, and then the rhythm quickens. "Dark Landscape".
Al Purdy	00:18:07	Reads "Dark Landscape".
Al Purdy	00:21:45	In case anybody is wondering about the particular Vachel Lindsay line, it was "The spring comes on forever, and the Chinese nightingale". And he also had "Aladdin to the jinn", except that Aladdin to the jinn, his jinn was J-I-N-N and mine was two J-I-N-N's, and one G-I-N. So that, always a little difficult to understand it without seeing it on the page. Kind of a sweet little poem, this was after we moved to Roblin Lake, and as I say, I sold a couple of plays and we bought a pile of used lumber with the proceeds and put the down payment on the lot and build this house. 
Al Purdy	00:22:27	Reads "Winter at Roblin Lake" [from The Cariboo Horses].
Al Purdy	00:22:52	Also the same period, about building the house, or rather after the house was built. Trouble is, you can't, you can't smoke a cigar here, can you, something I...it always goes out. Anyway. "Interruption". 
Al Purdy	00:23:13	Reads "Interruption" [from Selected Poems].
Al Purdy	00:24:49	When I...when we first moved down to Ameliasburg, or to Roblin Lake, I should say, because Roblin Lake where we are is about a mile or so from Ameliasburg...I, after Montreal, and after the job I'd had in Vancouver, I suddenly had to become my own disciplinary straw boss, and it was quite difficult, and in other words, you know, I'd try to get up at a certain hour of the day and start writing. Which I could always, you know, I can always write prose, whenever I feel like it, but poems, I write them, well, I should say, I write poems whenever I feel like it, but you can, I can regimen my own prose, which I don't do much of these days. Anyway, when we moved to Roblin Lake, I wasn't physically regimented myself, so that I was waking up all hours of the day. And this is a short poem about that, but I also screwed up the poem, because I put lines at the end of, or words at the end of each line so that I don't know where the emphasis should be placed, even though I've read it dozens of times. It's called "Late Rising at Roblin Lake".
Al Purdy	00:25:57	Reads "Late Rising at Roblin Lake" [from The Cariboo Horses].
Al Purdy	00:26:47	Another poem about the same particular period, called "Wilderness Gothic". Uh...don't think there's a thing to say about this particular poem at all. 
Al Purdy	00:27:03	Reads "Wilderness Gothic" [from Selected Poems].
Al Purdy	00:29:33	When you read a bunch of poems over several years, I think you pick out the ones that you think will read the best, which is certainly what I do, because there are many of my own poems that I rarely read, or never read at all. In fact I, I never read this one. It's called "Love Poem".
Al Purdy	00:29:58	Reads "Love Poem" [from Poems for all the Annettes].
Al Purdy	00:31:40	In...This poem dates, the actual time of the poem dates about fifteen years ago. The poem itself was written about five years ago. At the time, a friend of mine was there also, which, other than his particular presence I might have acted a little bit differently than I did. You'll see what I mean in a, when I read the poem. Because nobody would take this chance in placing themselves in such a vulnerable position with a woman. "Homemade Beer".
Al Purdy	00:32:12	Reads "Homemade Beer" [from The Cariboo Horses].
Audience	00:33:48	Laughter.
Unknown	00:33:51	[Cut or edit in tape. Unknown amount of time elapsed].
Al Purdy	00:33:52	One called "The Drunk Tank". It's...Dates back two or three years ago when, after the time when I was in the Air Force <sup><a href="https://www.wikidata.org/wiki/Q25456">w</a></sup>, a friend of mine got out of the Air Force much later, so we celebrated. And...it was after quite a turbulent evening with my friend in Belleville <sup><a href="https://www.wikidata.org/wiki/Q34227">w</a></sup>, Ontario, we decided to get a couple of bottles of liquor and go out to the country where we wouldn't be disturbed, and drink it. But the farmer phoned the cops, and we were both thrown in jail. And this particular poem is about the first part of that experience, I mean the early part of being thrown in jail, more or less. But not the end of it, it turned into a sort of fantasy that means something other than I intended. 
Al Purdy	00:34:43	Reads "The Drunk Tank" [from The Poems of Al Purdy].
Al Purdy	00:36:51	This is called "Poem for Rita", and about a couple of years ago in Toronto <sup><a href="https://www.wikidata.org/wiki/Q172">w</a></sup>, there was a couple of girls staying with myself, my wife and myself, and she kept asking me to write a poem. So after a while, I wrote this.
Al Purdy	00:37:10	Reads "Poem for Rita".
Audience	00:37:25	Laughter.
Al Purdy	00:37:28	That's all. [Audience laughter]. I think it was actually kind of unkind on my part, because I was never sure whether she understood that or not, and I didn't know whether I wanted her to understand it. [Audience laughter]. There...when we first moved to Ameliasburg, as I mentioned, I was broke as hell. And after having lived in Vancouver, I learned how to make wine of one kind or another, and there was no way to, I didn't have enough money to make beer, so there were a lot of wild grapes around there and we made, I made wild grape wine, and one time, one particular season, I had about five hundred bottles. [Audience laughter]. I attribute the effects of this wine to having made me what I am today [audience laughter], if I could figure that out. But the poem eventually came out of it, called "The Winemaker's Beatitude".
Al Purdy	00:38:39	Reads "The Winemaker's Beatitude" [from Selected Poems].
Al Purdy	00:41:16	In '65, I went up to Baffin Island <sup><a href="https://www.wikidata.org/wiki/Q81178">w</a></sup> on some government money, public money, rode a commercial airline plane from Montreal to Frobisher Bay <sup><a href="https://www.wikidata.org/wiki/Q1004067">w</a></sup>, hitchhiked a ride on what I thought was a DOT plane, but was a construction plane, a construction company charter, and then at Pangnirtung <sup><a href="https://www.wikidata.org/wiki/Q631747">w</a></sup>, which is on the Arctic Circle, the original administrator there arranged that I go along with an Eskimo family in their canoe to some islands in Cumberland Sound <sup><a href="https://www.wikidata.org/wiki/Q938327">w</a></sup>. A year and a half after I got back from the Arctic, I got a bill for a hundred and ten dollars from the construction company that I thought I'd, whose plane I thought I'd hitchhiked on. Which I haven't paid. But anyway, all of these poems, except perhaps I think one or two, were written up there, written in the Arctic, except that after I got back from the Arctic I kept revising them. So you can make up your own mind whether they're written there or not. Among the poems here, there's one called "At the Movies".
Al Purdy	00:42:37	Reads "At the Movies" [from North of Summer].
 Al Purdy	00:44:55	The business about the caribou draining in the bilge water was one of the reasons, I suppose, I found it so extraordinary that, perhaps, that Eskimos should enjoy these shoot-em-up movies, was that they had just come a hundred miles or so after shooting caribou, bringing them back to Pang, Pangnirtung on the, on the Sound, on the...jeez, my memory's failing, I can't even remember the fjord it was. But anyway, they had just shot them and come a hundred miles back with them, and yet...and they were draining in their Peterhead boats, and yet they found these movies so exciting--I suppose I shouldn't find that so unusual, but I do. A crappy Hollywood <sup><a href="https://www.wikidata.org/wiki/Q34006">w</a></sup> movie. And here's one called "The Sculptors".
Al Purdy	00:45:50	Reads "The Sculptors" [from North of Summer].
Al Purdy	00:48:17	I think I'm going to have about time for two more, so that I'd better...I could probably go on, oh I'd better make it three more  I'll give ya...this is, the trees in the Arctic are about, are very low, and well, this is treeless country on Baffin Island, where there, where practically nothing grows except moss and that, and the like of that, but I wrote a poem about trees at the Arctic Circle, and this is it....I see I'm getting, I'm only talking about the physical things about the Arctic, and I have some poems about the people, too, which, which I should read. Anyway, "Trees at the Arctic Circle".
Al Purdy	00:49:05	Reads "Trees at the Arctic Circle" [from North of Summer].
Al Purdy	00:51:07	I want to read at least one about, about, about people there, because I used to, when I was on these islands, [inaudible] Islands in Cumberland Sound, the Eskimo women used to come over every day and drink tea. They could not speak any English and I could speak no Eskimo, and I would feed them tea and we would sit there, myself feeling about as silly as I could, so eventually I grew a bit desperate and I would read them poems and I would sing songs or I'd do any damn thing. However, eventually there was some kind of, I think, positive liking on my part. But this poem may express it as well as anything. "Wash Day".
Al Purdy	00:51:54	Reads "Wash Day" [from North of Summer].
Al Purdy	00:54:03	Talking about shit, there's actually a poem that has a little bit to do with it here. The Arctic dogs have some qualities that are more pronounced and magnified in Arctic dogs than in southern dogs, that is, they like to eat the stuff. So that when you go, as all, everybody must go at some time or other in their lives, possibly once a day or not, one takes an Eskimo kid along to throw stones and keep the dogs off. When I came back from the Arctic I saw an hour-long film about the George River <sup><a href="https://www.wikidata.org/wiki/Q966023">w</a></sup> Eskimos, and one scene in it showed about fifty Eskimos trying to get into a tent, and the Eskimos beating them into the tent, and the next thing you showed the same dogs trying to get out of the tent and the Eskimos beating them out of the tent. And the announcer said not one single word. And then I remembered that whenever the Eskimos leave a campsite, they use it for a privy, and then send the dogs in to clean up. So, actually, this is a poem about that.  "When I Sat Down to Play the Piano". [Audience laughter].
Al Purdy	00:55:10	Reads "When I Sat Down to Play the Piano" [from North of Summer; audience laughter throughout].
Al Purdy	00:58:23	I've got one more poem if my voice can hold out. When Robert Kennedy  <sup><a href="https://www.wikidata.org/wiki/Q25310">w</a></sup> was shot...I always think about anything that I'm interested and emotionally moved by, always, at least I have in the past, till I got to Simon Fraser, think about writing a poem about it. So the same thing was happening after Kennedy was shot and died, and I was thinking about writing a poem about it, and then the Star Weekly <sup><a href="https://www.wikidata.org/wiki/Q17112122">w</a></sup> phoned up and asked me to write a poem about it. So this poem eventually got written. "A Lament for Robert Kennedy".
Al Purdy	00:59:06	Reads "A Lament for Robert Kennedy".
Audience	01:04:39	Applause.
