Joseph Langland	00:11:38	Reads "The Amalfi Grotto" [from The Wheel of Summer; later collected in Selected Poems].
Joseph Langland	00:12:53	I would go from that to a poem for my brother. I call the poem "War". This was a brother who was killed in the Philippines <sup><a href="https://www.wikidata.org/wiki/Q928">w</a></sup> in World War II. I was in Europe at the time. I wrote thirty poems, at least, for him, following this. And finally I wrote this poem. This was...about eleven years afterwards when I got to this poem. And with this poem I knew I was, I was through writing those poems. It's also a poem that's had a very curious history. The history of poems is something that's difficult to predict. I was in Germany at the time, I suppose the next German soldier I met I would have shot. But this poem has been seen, or was seen a few years ago by a former infantry officer in the German Army, who at that moment was a captive at Stalingrad <sup><a href="https://www.wikidata.org/wiki/Q914">w</a></sup>. He's come into the United States <sup><a href="https://www.wikidata.org/wiki/Q30">w</a></sup> now and teaches music in an American university, not the one I'm in. And so he set it to music. And so it's a strange irony. I started the whole sequence, see, but, see art pays no attention to that kind of enmity whatsoever. And so it's been set to music by a former infantry officer in the German army. Also, just this past week, actually two days ago, I got a notice it's been published in a Japanese anthology, and it's been translated into Italian, and so all the axis powers have translated it, and then somehow, I don't, still don't know how, it found its way after the Hungarian Revolution <sup><a href="https://www.wikidata.org/wiki/Q164348">w</a></sup> into Budapest <sup><a href="https://www.wikidata.org/wiki/Q1781">w</a></sup> in '56, and got translated there, I understand a very poor translation into Hungarian, but nevertheless it's happened. This is just part of its history. And other things have been happening to it strangely like this. I just mention this because, see, at a certain point the thing is out of your control completely, and you sort of are, I feel a bit humbled by what happens to them, and the uses that people put these things to. I wrote poems in all sorts of forms for my brother, and I finally, there're some subjects...well, I'd heard William Carlos Williams <sup><a href="https://www.wikidata.org/wiki/Q178106">w</a></sup> give a reading at the Lexington Y in New York City <sup><a href="https://www.wikidata.org/wiki/Q60">w</a></sup> in 1954, and so I said, okay, I was still dealing with the same poem, and I was in an apartment up in 96th Street, and it was a very foggy night coming home, and I heard all these great foghorns coming off over the lower bay, over Manhattan <sup><a href="https://www.wikidata.org/wiki/Q11299">w</a></sup> and so forth. And I wrote another poem, "A Seachange for Harold", which I'm not going to read, except just the beginning.
Joseph Langland	00:16:22	Reads the beginning of "A Seachange: For Harold" [fromThe Green Town and collected later in Selected Poems].
Joseph Langland	00:16:40	Well that's, I wrote that thing first, and then I came back to this other poem, in which I just said, okay I'll put it down the way it was, but there's some subjects that by their very nature you can't do much about. Except, of course, the whole dry feeling associated with it led me to all kinds of selections. If there seem to be an excess of family in the poem, I just simply say I am one of nine children. 
Joseph Langland	00:17:15	Reads "War" [from The Green Town and later collected in Selected Poems].
Joseph Langland	00:18:43	I would go from that to some poems I'm trying to write now. Some of these poems are songs, and I've been writing music for them, also, but, and this is such a song. I call it "A Hard Song to Sing", and it's really about the contemporary condition of war and civil rights problems which threaten to just overwhelm the United States. And almost the entire poem is monosyllabic, but it just seemed like it had to be that way. So. I...and actually, the tune that goes with this thing is...well, I know for instance that I could come in right on pitch on it. I once fell in love with--I don't have absolute pitch, but I fell in love with a song by Edward Grieg <sup><a href="https://www.wikidata.org/wiki/Q80621">w</a></sup>, and all I have to do is remember this song and I can always begin singing in A flat. But, it's, sometimes I think that maybe this is what I mean by being so right with your subject that you finally say the right thing about it. Somehow the resonance, just the resonance of the idea set up in my body brings me in on pitch, see. Well, I'll just read it. "The clear, cold night"...oh I'll sing, I'll sing the one stanza. 
Joseph Langland	00:20:24	Sings the beginning of "A Hard Song to Sing".
Joseph Langland	00:20:42.79	And it repeats itself in various ways, the melody varies. 
Joseph Langland	00:20:47	Reads "A Hard Song to Sing".
Joseph Langland	00:21:48	I...when I spent some time in Europe, among other people I met Ralph Ellison <sup><a href="https://www.wikidata.org/wiki/Q299965">w</a></sup>. And he and his wife, Fanny, and my wife, Judy, and I, we spent several very fine noons on a beach of a small Italian fishing town, and ever since then I've been trying to write a poem for him. He's been relatively silent, at least, he's not taken a very aggressive role in the whole civil rights movement, although he has published significant essays in that whole thing. Many of you will know his great novel The Invisible Man <sup><a href="https://www.wikidata.org/wiki/Q1784288">w</a></sup>. And I've written a poem, I call it "An Open Letter to Ralph Ellison", I'm reading it, I have to send it to him. I have not sent it out to be published anywhere, either. You probably do know he used to be a jazz player, he played the trumpet, he was a photographer and so forth and he did live in some sort of cellar that he had brilliantly lit for a while, but in The Invisible Man there are aspects of this kind of background, too. So I just wanted to address--I started writing him a letter. And then I got interested in writing in the letter and quit the letter and wrote the poem instead, but that's the way it'd be. It was "Dear Ralph", you know but just, now the poem begins, "Ralph..."
Joseph Langland	00:23:16	Reads "An Open Letter to Ralph Ellison" [published later in The Massachusetts Review vol. 40, n.4].
Joseph Langland	00:27:02	Well, I will move from that to a poem on Thoreau <sup><a href="https://www.wikidata.org/wiki/Q131149">w</a></sup>. Actually, I'm doing a whole book of these things. But one...actually, the first time I ever went to Walden Pond <sup><a href="https://www.wikidata.org/wiki/Q2023853">w</a></sup>, things turned out like an art farm. There were certain people there, and I met people in certain sequences, and of course I've told all sorts of people that, when they write poetry, you know, just to say that this is the way it happened, or this is the way it was, you know, that's no guarantee that it will be art at all. But in this case, something else had happened, see, Thoreau himself plays influence and just simply organized, you know, a hundred years later, certain people who would be there. And this happened just this way, and so I, almost to defend myself against all the things I'd ever said to people, I called the poem, "How It, So Help Me, Was". And that's the title of the poem. I end with a, the blue-grey twilight, because it was 1963, and it was, or '62 when I went there, and it was, you know, a hundred years after the war between the North and the South in the United States, the blue and the grey. And I felt that whole shadow, and even, in a curious way, it's on the west end of the pond, actually, I'd gone swimming in it, it's illegal, but then the shadow was coming off the hill and it was just sort of beginning to cover, to cover me, and it was a blue-grey shadow, you see, I'm not making that up. And, but...I suppose that's a kind of selection you take out of what is made available to you at a certain point. So "How It, So Help me, Was".
Joseph Langland	00:29:04	Reads "How It, So Help Me, Was" [published in The Massachusetts Review, Vol. 4, n.1 and published later as “Walden” in Any Body’s Song].
Joseph Langland	00:29:29	That's a little poem he's written that's on the hearth there, about the smoke rising.
Joseph Langland	00:30:04	Resumes reading “How it, So Help Me, Was”. 
Joseph Langland	00:32:10	I know at a time like this I keep thinking all the time in poetry, you know, what does it mean in poetry to somehow keep alive, or...to keep the whole body open, and I wanted to write a poem about that. I call this one "Still to be Man". Because sort of in an animal way, we have to be able to continue to take in all sorts of things. 
Joseph Langland	00:32:44	Reads "Still to be Man".
Joseph Langland	00:32:51	I can remember when I was, the morning I was trying to write this poem because I was home alone, I stepped out the kitchen door and as I stepped out I felt I didn't even have to land on the earth itself, I would just step out into the air. 
Joseph Langland	00:33:04	Resumes reading "Still to be Man".
Joseph Langland	00:34:10	Last year, I spent, with my family, a half a year in Rome <sup><a href="https://www.wikidata.org/wiki/Q220">w</a></sup>, and I got acquainted with a certain kind of syndrome among some of the Roman women. They sort of get trapped, in a society which seems free and easy and open, there's an extreme conservatism. For instance, I know, well, a person who teaches art in an American university, he and his wife were adopting some children in Italy a few years ago, and he could not have children and she could. It was proved by tests in this country, and they went to adopt two children in Italy. But you cannot adopt children in Italy on this basis because by law, no man in Italy can be sterile. [Audience laughter]. And this is a law. And so they had to go to Naples <sup><a href="https://www.wikidata.org/wiki/Q2634">w</a></sup> and be tested all over again, officially, by a doctor in Naples, and a lawyer had to follow this, and they discovered after the tests that she was sterile and she was not [audience laughter], and they got this all certified and they adopted the children and they now have them and are living happily with them. But there's some, there's another side to this coin, too. And so, we lived next to a high school called the church, or the school of the Adorazione, and I'd see this women, you know, they're so beautiful when they're young, and then when they get married they start dressing in black and start cooking spaghetti and having children, and something awful happens, and then their husbands lose interest in them and then they have to find other lovers and then, you know, it's an awful thing. [Audience laughter]. It's "La Donna a Roma, an Odyssey".
Joseph Langland	00:36:12	Reads "La Donna a Roma, an Odyssey".
Joseph Langland	00:37:24	Well then, another kind of thing that happens in our society, I think it happens to many people, I've been writing a series of half-songs. I call them half-songs, they're at half-pitch, half-singing pitch, where we talk and we don't talk together. You know, we say something and someone answers and it goes, you know, we keep going past each other. And so I've written a poem that, it has two separate parts, both parts rhyme all the way but you won't hear this at all, I was talking about that with the class here, today, it may be aesthetically valid for myself alone. And it's one, it's called "Not Quite a Conversation: A Half-Song", and the first part is called "He and Her". You see, "he" is the noun and "her" is the object. And the next part is called, "She and Him". "She" is the noun and "him" is the object. And they're talking. Or, we're talking about them. And so, in a sense they should be printed facing each other on the page, and I can't read them together, so I have to read first "He and Her", then I might, they talk back and forth to each other all the way through the poem. "He and Her."
Joseph Langland	00:38:44	Reads "Not Quite a Conversation: He and Her" [published later in Any Body’s Song].
Joseph Langland	00:39:40	And the other, "She and Him". As I say, it rhymes all the way, and triad by triad it answers. 
Joseph Langland	00:39:47	Reads "Not Quite a Conversation: She and Him" [published later in Any Body’s Song].
Joseph Langland	00:40:59	I guess we take a break in the program. 
Unknown	00:41:05	Ambient Sound [voices].
Unknown	00:41:24	[Cut or edit made in tape. Unknown amount of time elapsed].  
Joseph Langland	00:41:25	And, I will read just one or two of these. And once again, I make no particular claim as to the validity of this, and probably in the long run it’s not even a fruitful thing. All my grandparents were born in Norway <sup><a href="https://www.wikidata.org/wiki/Q20">w</a></sup>, my name is Langeland. You know, they dropped the 'e' and called it Langland. And I have been back there a couple of times, I might go again this summer and work with a Norwegian poet, Paul Brekke, and maybe another one, on some translations from the Norwegian  I don't know much Norwegian, he knows a lot of English. [Audience laughter]. But when I was going through there a year ago, I got two, two poems. First this one, "Singing in Late Summer". When my father died they played a folk song, "Den store hvide Flok", "The Great White Host" <sup><a href="https://www.wikidata.org/wiki/Q10468796">w</a></sup>, at his funeral. And I'd sort of shipped my children off to jobs, I had, you know, I had a fourteen-year-old boy working on a ranch in Wyoming <sup><a href="https://www.wikidata.org/wiki/Q1214">w</a></sup>, and a twelve-year-old son working on a farm in Iowa, and a daughter who'd gone off to work in-- who was what, fifteen, sixteen, to a hotel in Switzerland <sup><a href="https://www.wikidata.org/wiki/Q39">w</a></sup>, and my wife was in Provincetown <sup><a href="https://www.wikidata.org/wiki/Q49154">w</a></sup>, painting [audience laughter], and I was at home writing. Which is what I wanted to do all the time, in any case. "Singing in Late Summer".
Joseph Langland	00:43:03	Reads "Singing in Late Summer" [published later in Any Body’s Song and collected in Selected Poems].
Joseph Langland	00:44:17	And then, traveling through Norway, all these rivers, you know, they just...they're tumbling all over, rushing everywhere, and falling off the tops of mountains, you know, it just seemed endless, going from Oslo to Bergen <sup><a href="https://www.wikidata.org/wiki/Q26793">w</a></sup> and Trondheim <sup><a href="https://www.wikidata.org/wiki/Q25804">w</a></sup> and down to Oslo and so forth. Or down to the Island of Store <sup><a href="https://www.wikidata.org/wiki/Q1636366">w</a></sup> along the west coast of Norway. And so, I was thinking of a phrase I'd heard an old, an older woman in my own area say about the younger generation. She would always say, "[inaudible phrase in Norwegian]". And so I saw these rivers, and every time I saw them I kept saying, "[inaudible phrase in Norwegian]". [Laughter]. And so then I started thinking of all of these Norwegian immigrants that just came, you know, more of them over here than there are over there...and...so I, it's about the rivers, it's called "Norwegian Rivers", and it's about the people, the younger people, and it's about the immigrants, and the older immigrants, everything like that, I guess.
Joseph Langland	00:45:22	Reads "Norwegian Rivers" [published in The Massachusetts Review, Vol. 4, n.1 and collected later in Any Body’s Song and in Selected Poems].
Joseph Langland	00:48:08	Well, there's several like that. But I want to do some other things, so I'll just leave them alone. I'm...you know, I'm translating from the Russian, and no pretense about it, I have two great friends, Thomas Axel <sup><a href="https://www.wikidata.org/wiki/Q23565070">w</a></sup>, who was press agent for Imre Nagy <sup><a href="https://www.wikidata.org/wiki/Q177917">w</a></sup> for eleven days, before, at the time of the Hungarian Revolution, and then he escaped to Austria <sup><a href="https://www.wikidata.org/wiki/Q40">w</a></sup>. He teaches at my university, he's a very fine poet, he used to be a director of theatre in Budapest, of the State Theatre. And then Laszlo Ticosz, he teaches in the German-Russian department at the university. They both, for years, have been collecting from the underground poems by relatively unknown poets, student poets and so forth, from Russia <sup><a href="https://www.wikidata.org/wiki/Q159">w</a></sup>, and they have a magnificent collection of these things. They give me, absolutely literal cribbed translations, and then I work with them, and there're some magnificent things coming, and I'm as certain as I stand here that the moment these things are sent into a publisher, not because of what I'm doing, but because of the nature of the thing, that it'll be just snapped up. This is relative, totally fresh new material, no one else has it, they have, through their own channels in the underground, they are being fed this. And so I find it very exciting, and as I said to someone today, I have to sort of take it through my own experience, which included...I won't say poverty, that's not the right word, but absolutely no money, not poverty because we could milk the cow and, you know, raise the garden vegetables and shear our sheep and make our own blankets and, you know, we had food, clothing, and shelter. And then the war in Europe, and I was in well, concentration camps, I wasn't in them, but I was, at Nordhausen <sup><a href="https://www.wikidata.org/wiki/Q7033">w</a></sup>, I sort of participated in the burial of five thousand people in one day in open trenches, and was with a headquarters unit a few days after and captured Buchenwald <sup><a href="https://www.wikidata.org/wiki/Q152802">w</a></sup>, and it...I won't say it's these things that pulled together, I was in Weimar <sup><a href="https://www.wikidata.org/wiki/Q3955">w</a></sup> when it was turned over to the Russians, I remember going out of there, you know, it was half the German population in their carts going toward Eisenach <sup><a href="https://www.wikidata.org/wiki/Q7070">w</a></sup>, to the west, and the Russian cavalry coming in, meeting it from the east...lots of things, but so that's simply what this material comes through, and so I have some sympathy for it. This is a poem "Drowning", by a person named Sergei Chudakov <sup><a href="https://www.wikidata.org/wiki/Q4517600">w</a></sup>. 
Joseph Langland	00:51:23	Reads "Drowning" by Sergei Chudakov [published later in Poetry from the Russian Underground].
Joseph Langland	00:51:31	See, in the original it says, "bright as a house".
Joseph Langland	00:51:36	Resumes reading "Drowning" by Sergei Chudakov.
Joseph Langland	00:52:06	This is "The Jewish Cemetery in Leningrad" by Joseph Brodsky <sup><a href="https://www.wikidata.org/wiki/Q862">w</a></sup>. 
Joseph Langland	00:52:12	Reads "The Jewish Cemetery in Leningrad" by Joseph Brodsky.
Joseph Langland	00:52:32	See the poem says, "lie musicians, lawyers, businessmen, and revolutionaries". I'm very certain in this case that, you know, I felt great when I thought of saying it in this other way. Makes it better. 
Joseph Langland	00:52:47	Resumes reading "The Jewish Cemetery in Leningrad" by Joseph Brodsky.
Joseph Langland	00:54:03	For instance, the original translation was that this whole thing is "one hour by foot FROM the nearest bus stop" And as far as I'm concerned, saying "to" is apt, a crucial difference, "and the crooked faces of the plywood", see, "are one hour by foot TO the nearest bus stop". Wanted the whole sense that they might all get up and walk and haunt us, see, coming the other way. Here's a poem about conditions by Artyemy Mikhailov. These names may be just be relatively anonymous, although some of them are among the friends that have been defending Sinyavsky <sup><a href="https://www.wikidata.org/wiki/Q468267">w</a></sup> and Daniel <sup><a href="https://www.wikidata.org/wiki/Q435770">w</a></sup>. His idea about conditions. And it was a pretty rigid, stiff poem and I had to try to get movement in it and so forth. And it's whole, if, if you've, if your dearest friend has not been trapped and dragged to a camp, if, if, if, the entire way through.
Joseph Langland	00:55:01	Reads “Conditions” by Artyemy Mikahilov [published later in Poetry from the Russian Underground].
Joseph Langland	00:56:07	Here once again, there's so many of these, I just, here's one in the older style but it's one that's full of an elegant, lyric despair, "Now that I know", by Vladimir Kovshin.
Joseph Langland	00:56:21	Reads "Now that I Know" by Vladimir Kovshin [published later in Poetry from the Russian Underground].
Joseph Langland	00:57:01	This is a poem called "After the War" by Gleb Garbovsky. I just completed this this previous weekend, these I'm reading from now. 
Joseph Langland	00:57:11	Reads "After the War" by Gleb Garbovsky [published later in Poetry from the Russian Underground].
Joseph Langland	00:58:54	Incidentally, I used the phrase "called back" because that's on Emily Dickinson's <sup><a href="https://www.wikidata.org/wiki/Q4441">w</a></sup>  tomb in Amherst <sup><a href="https://www.wikidata.org/wiki/Q49164">w</a></sup>, Massachusetts. Just an example of how you get your own little allegiance and locality into something else. 
Joseph Langland	00:59:08	Resumes reading "After the War" by Gleb Garbovsky.
Joseph Langland	00:59:27	Here's one, "Keeping up with the Humanskys". It's a poem about keeping up with the Joneses. [Audience laughter]. I had a lieutenant in the army who said his name was Humansky, and he said his, that man, I'll never forget it because he said that means "son of the fields" but I've been called worse names. I remember him saying that [audience laughter]. And so I...Son of the fields, I thought, that's great, you know, I was looking for a Russian name that would be like the Joneses, only this is like the serfs, son of the fields, of the soil. Couldn't be better. "Keeping up with the Humanskys". So, see, that's my good luck out of a little piece of experience that came to me when I needed it. 
Joseph Langland	01:00:06	Reads "Keeping up with the Humanskys".
Joseph Langland	01:01:33	Then there's one about a march from Russia to Siberia <sup><a href="https://www.wikidata.org/wiki/Q5428">w</a></sup>. And, "Etape". There's no title in the original, there's a footnote, which was, these were sent to Axel and Ticosz from Russia, this poem. Neither the name nor the fate of its author is known. The phrase "Marching in Etape" originates from the nineteenth century. One stretch of the Long March from Russia to Siberia was called Etape, and it was in a ballad stanza form, so that's the way I did it. It's...little old style, but.
Joseph Langland	01:02:07	Reads "Etape" by an unknown author.
Joseph Langland	01:03:57	Then "The Garbage Collector," a poem that...
Unknown	01:04:03	[Cut or edit made in tape. Unknown amount of time elapsed].
Joseph Langland	01:04:04	Reads "The Garbage Collector” [begins abruptly; audience laughter throughout].
Audience	01:04:27	Laughter.
Joseph Langland	01:04:30	I'm very proud of that too, because you know in the old Renaissance things there's always these, an infinitely wise Christ Child, you know, at the mother's breast but his eyes are looking out elsewhere, and he's pointing like this, you know, and it's, so I thought, you know, that's not quite the translation but it's mine [audience laughter]. 
Joseph Langland	01:04:46	Resumes reading “The Garbage Collector”.
Joseph Langland	01:05:32	Well, these are, you know, poems out of new, unknown--
Unknown	01:05:36	[Cut or edit made in tape. Unknown amount of time elapsed].
Joseph Langland	01:05:37	I've sort of been threatening to sing something, and the trouble is, I'm...as I...I wouldn't play the piano if there were one here, and I don't play the guitar, and if I play this thing, it's locked stuff, I'm tied to it, and, I haven't played this tape that's accompanying me, you know, for at least three weeks, and I haven't sung a note since I left Amherst, except the notes I sang here, so, that's all right. These are songs of all sorts. So this is my accompaniment. I hope it works, if it doesn't I'll just stop it. 
Unknown	01:06:17	Ambient Sound [music; recorded track]. 
Joseph Langland	01:06:22	Listen here, just a song called "All the Lovers that You Ever Knew".
Joseph Langland	01:06:37	Performs "All the Lovers that You Ever Knew" [published later in Any Body’s Song] accompanied by recorded track.
Joseph Langland	01:08:02	This next is a song called "Alone the Evening Falls on Me". Sometimes I wonder, just trying to remember it here, whether I'm supposed to start singing now, and I'll get to the end of the song and I won't have accompaniment for the last dance. [Audience laughter].
Joseph Langland	01:08:31	Performs "Alone the Evening Falls on Me" accompanied by recorded track [published later as "Song At Evening” in Any Body’s Song and collected in Selected Poems] 
Joseph Langland	01:10:23	This is a song called "Jump on my Back". It's about Iowa and Wyoming. But since Wyoming didn't work, I had to say Idaho <sup><a href="https://www.wikidata.org/wiki/Q1221">w</a></sup>. [Audience laughter].
Joseph Langland	01:10:45	Performs "Jump on my Back" accompanied by recorded track.
Joseph Langland	01:11:25	This next one is called "A Hiroshima Lullaby". There's an infinitely sad story. In Hiroshima <sup><a href="https://www.wikidata.org/wiki/Q34664">w</a></sup> when the bomb fell, in 1945, there was a little girl, Sadako Sasaki <sup><a href="https://www.wikidata.org/wiki/Q231997">w</a></sup>, two years old, some of you may know of her. She was a mile and a half from the centre of the blast and apparently unharmed. She was a very gay and popular girl, and her classmates loved her. And she was in the sixth grade or the equivalent, age twelve, in Hiroshima, Hiroshima, however you pronounce it.  And she developed leukemia, which is of course, as many of you know, a latent effect of many people exposed to radiation, so she was, after all, a victim. And she, well she finally became so ill she had to go to the hospital. And her friends came to visit her. And among other things, they told her, and that she knew, that there's an old Japanese legend about herons. I've been writing poem about herons and cranes and I have some in my book, one on a sandhill crane, and I told some people today that I'm going to the University of Oregon <sup><a href="https://www.wikidata.org/wiki/Q766145">w</a></sup> in June to speak in their summer Academy of the Arts, and I heard of a person who works in wildlife out in Oregon <sup><a href="https://www.wikidata.org/wiki/Q824">w</a></sup>, and so because of the poem about the crane he's invited me to visit his wildlife refuge, about two or three hours east of Eugene <sup><a href="https://www.wikidata.org/wiki/Q171224">w</a></sup>, where he has a refuge among other things for sandhill cranes, you know these water birds are simple. And so I'm going to visit him. I look forward to it. Not because of a poem, see, it's nice. And so, Sadako Sasaki in the hospital, she heard that if you fold a thousand paper cranes in this Japanese folding technique, this will protect your health and save you. So she started folding them. And the tale has two sides. She reached 964 and she died. Her classmates were so, at the centre so involved they completed the thousand, they formed them in a chain. They went around gathering the equivalent of pennies, around Japan <sup><a href="https://www.wikidata.org/wiki/Q17">w</a></sup>, and when they got enough they asked a sculptor from Tokyo <sup><a href="https://www.wikidata.org/wiki/Q1490">w</a></sup> to make a statue of this girl, and so he made a statue showing...you'll surely see pictures of this if you haven't. It's a young, twelve year-old girl, you know, still with a girl's body, she's standing up like this....and she stands in the Peace Park in Hiroshima now. And over her, made out of gold, the folded crane. And so, I wanted to write a poem for her. And so just using the fifth in the bass, and then using the five notes, black keys, I wrote a little ballad and I'll probably sing one stanza maybe, and then read the rest. 
Joseph Langland	01:15:03	Performs the beginning of "A Hiroshima Lullaby" [published later in Any Body’s Song and collected in Selected Poems].
Joseph Langland	01:15:38	Reads the continuation of “A Hiroshima Lullaby" [published later in Any Body’s Song and collected in Selected Poems].
Joseph Langland	01:16:49	I wanted to write a civil rights song, something that you could march to in Madison Square Garden <sup><a href="https://www.wikidata.org/wiki/Q186125">w</a></sup>. And that's, you know, it's a marching song. That's like that. 
Joseph Langland	01:17:15	Performs unnamed song accompanied by recorded track. 
Joseph Langland	01:18:00	Stops recorded track. 
